iter	Logloss
340	0.05681908296
341	0.05675001974
342	0.05666080314
343	0.05656593628
344	0.0564847264
345	0.05639949139
346	0.05633047228
347	0.05624708703
348	0.05618186664
349	0.05609549774
350	0.05602955257
351	0.05594618243
352	0.0558658244
353	0.05578421397
354	0.05570738049
355	0.05563782185
356	0.05555124536
357	0.05548210666
358	0.05540994017
359	0.05534607841
360	0.05526325669
361	0.05518073848
362	0.05510042135
363	0.05503650611
364	0.05497811396
365	0.05490130145
366	0.05483706086
367	0.0547694413
368	0.05470845792
369	0.05462733633
370	0.05435175081
371	0.05428218017
372	0.05421676148
373	0.05413846612
374	0.05406164072
375	0.0539959528
376	0.05393944363
377	0.05387410188
378	0.05381111088
379	0.05374819276
380	0.05368300917
381	0.05362019015
382	0.05355808367
383	0.05348304829
384	0.05340537223
385	0.05333357012
386	0.05325640095
387	0.05318400401
388	0.05312454741
389	0.05304649594
390	0.05298052525
391	0.05291775837
392	0.05285117983
393	0.05277069457
394	0.05269103236
395	0.05261781409
396	0.05253856609
397	0.05246024784
398	0.05239538394
399	0.05233382351
400	0.05225740031
401	0.05219294443
402	0.05213774767
403	0.05207579966
404	0.05199555367
405	0.05192072212
406	0.05185848057
407	0.0517861019
408	0.05172920547
409	0.05165568162
410	0.05158272752
411	0.05150794246
412	0.05143940996
413	0.05137450684
414	0.05130599635
415	0.05123126231
416	0.05116614558
417	0.05109140908
418	0.05103030457
419	0.05095873301
420	0.05090370097
421	0.05084176029
422	0.05076995938
423	0.05071023169
424	0.05065276609
425	0.0505774837
426	0.05051494713
427	0.05045493089
428	0.05038283492
429	0.0503075391
430	0.05025170543
431	0.05017307994
432	0.05010160343
433	0.05003450515
434	0.0499779473
435	0.04990743439
436	0.04983726661
437	0.04977316406
438	0.04971151878
439	0.04963691754
440	0.04956326782
441	0.04949048607
442	0.0494220998
443	0.04935194418
444	0.04929787724
445	0.04922450439
446	0.04915739054
447	0.04909011081
448	0.04902911336
449	0.04895770273
450	0.04889251437
451	0.04884100656
452	0.0487687889
453	0.0486954453
454	0.0486213228
455	0.0485726912
456	0.04849736241
457	0.0484308016
458	0.04836049124
459	0.04830184604
460	0.04824913211
461	0.0481763003
462	0.04810530476
463	0.04805003287
464	0.04799456311
465	0.04792327653
466	0.04786619358
467	0.04781713123
468	0.04775057645
469	0.0476824378
470	0.04761688102
471	0.04754546276
472	0.04747753561
473	0.0474033318
474	0.04733414486
475	0.04726591205
476	0.04720949085
477	0.04713733422
478	0.04707197517
479	0.04700132564
480	0.04693429116
481	0.04686459234
482	0.04679524194
483	0.04673412989
484	0.04666554979
485	0.04660109257
486	0.04652957941
487	0.04646191817
488	0.0463919698
489	0.04632768805
490	0.04627687783
491	0.04621911605
492	0.04615614668
493	0.04608521478
494	0.04601348429
495	0.04594634477
496	0.04587994249
497	0.04581877689
498	0.04575407839
499	0.04568373983
500	0.045629033
501	0.0455777775
502	0.04550807391
503	0.04544226408
504	0.04538098119
505	0.04531663355
506	0.04525040429
507	0.04518911781
508	0.04512013439
509	0.04505891617
510	0.04499119635
511	0.04492871439
512	0.04485924111
513	0.04479088027
514	0.04472366666
515	0.04465845995
516	0.04459743033
517	0.04453383203
518	0.04447009506
519	0.04440529532
520	0.04434059666
521	0.0440686851
522	0.04401443799
523	0.04394750318
524	0.04388422348
525	0.04382790084
526	0.04376951617
527	0.04370593647
528	0.04364725584
529	0.04358616678
530	0.04352375681
531	0.04345370974
532	0.04339339672
533	0.04332857043
534	0.04325956157
535	0.04319400861
536	0.04313363874
537	0.04307348854
538	0.04301364128
539	0.04295728209
540	0.04289179388
541	0.04282463957
542	0.04276793301
543	0.04271870286
544	0.04265427854
545	0.0425915944
546	0.04252692365
547	0.0424624553
548	0.0424063629
549	0.04234396763
550	0.04228518417
551	0.04223026644
552	0.04216361184
553	0.04209723157
554	0.04204272565
555	0.04197930394
556	0.04191646372
557	0.0418558963
558	0.04179410129
559	0.04174082407
560	0.04168160177
561	0.04161959758
562	0.04155692425
563	0.04150230255
564	0.04144409311
565	0.0413869915
566	0.0413211266
567	0.04126003372
568	0.04120080539
569	0.0411394481
570	0.04108445963
571	0.04102527039
572	0.04096086157
573	0.04090146023
574	0.04084255987
575	0.04078617819
576	0.04072653684
577	0.04067048807
578	0.0406110574
579	0.04055135375
580	0.04049154759
581	0.04042836969
582	0.04037245252
583	0.04031863013
584	0.04025774546
585	0.04020123226
586	0.04014066102
587	0.04008377144
588	0.04002490478
589	0.03996490479
590	0.03991087768
591	0.03985662392
592	0.03979859457
593	0.03974223856
594	0.03968694262
595	0.0396248139
596	0.03957033333
597	0.03951831439
598	0.03946626882
599	0.03940518554
600	0.03934621549
601	0.0392950143
602	0.03923689348
603	0.0391801216
604	0.03912089192
605	0.03906423353
606	0.03900803447
607	0.0389534552
608	0.03889403526
609	0.03884081224
610	0.03878443899
611	0.03872953055
612	0.03867286357
613	0.03861495948
614	0.0385572992
615	0.0385005444
616	0.03844517185
617	0.03839009629
618	0.03833483324
619	0.03828169788
620	0.0382291402
621	0.03817589501
622	0.03811751576
623	0.03806456303
624	0.0380114972
625	0.03795361369
626	0.03790156438
627	0.03784893716
628	0.0377982987
629	0.03774370091
630	0.03769046797
631	0.03763806367
632	0.03758565578
633	0.03753579623
634	0.03748243398
635	0.03743038921
636	0.03737450916
637	0.03732377208
638	0.03727127623
639	0.03721874525
640	0.03716653096
641	0.03711400952
642	0.03705960183
643	0.03700437622
644	0.03695113469
645	0.03689836944
646	0.03684544952
647	0.0367941103
648	0.03674215191
649	0.03668925035
650	0.0366365838
651	0.03658439137
652	0.03653336883
653	0.03648161532
654	0.0364289525
655	0.03637734236
656	0.03632379733
657	0.03627222644
658	0.03622219587
659	0.03617169251
660	0.03612142312
661	0.03607044453
662	0.03602230664
663	0.03597263417
664	0.03592300809
665	0.03587223796
666	0.03582328573
667	0.03577334282
668	0.03572391042
669	0.03567631372
670	0.03562655223
671	0.0355770286
672	0.03552900158
673	0.03548036993
674	0.03543322249
675	0.03538283612
676	0.03533582148
677	0.03528888988
678	0.03524086507
679	0.03519173975
680	0.03514393922
681	0.03509595948
682	0.03504730582
683	0.03499958078
684	0.03495230173
685	0.03490530529
686	0.03485678332
687	0.03480927372
688	0.03476118693
689	0.0347137298
690	0.03466660063
691	0.03461986636
692	0.03457228859
693	0.03452664371
694	0.03447963257
695	0.0344331762
696	0.0343872314
697	0.03434152437
698	0.0342955369
699	0.03425026871
700	0.03420411553
701	0.03415832792
702	0.03411306323
703	0.03406820544
704	0.0340223997
705	0.03397655099
706	0.03393104494
707	0.03388556203
708	0.03384113441
709	0.03379697739
710	0.0337517967
711	0.03370812231
712	0.03366307442
713	0.03361810195
714	0.03357469068
715	0.03353118437
716	0.03348773671
717	0.03344380373
718	0.03340019506
719	0.03335569163
720	0.03331211594
721	0.03326842057
722	0.03322457055
723	0.03318099828
724	0.03313737506
725	0.03309438055
726	0.03305165394
727	0.03300846917
728	0.03296559886
729	0.03292227907
730	0.03287916114
731	0.03283689784
732	0.03279472959
733	0.03275308759
734	0.03271030257
735	0.03266797808
736	0.03262589017
737	0.03258372176
738	0.03254217497
739	0.03249940321
740	0.03245694354
741	0.03241572553
742	0.03237395208
743	0.03233274503
744	0.0322883875
745	0.03224657003
746	0.03220488887
747	0.03216346995
748	0.03212220448
749	0.03208099378
750	0.03203592725
751	0.03199501631
752	0.03195138656
753	0.031910528
754	0.03186988035
755	0.0318259576
756	0.03178503943
757	0.0317411859
758	0.03169778535
759	0.03165696207
760	0.0316163923
761	0.03157615894
762	0.03153283549
763	0.03149288965
764	0.03144911344
765	0.03140930302
766	0.03136580481
767	0.03132302637
768	0.03128071464
769	0.03124109407
770	0.03119879492
771	0.03115682025
772	0.03111468545
773	0.03107508705
774	0.03103329166
775	0.03099389529
776	0.03095455272
777	0.03091550633
778	0.03087621485
779	0.03083717794
780	0.03079795966
781	0.03075929711
782	0.03072053587
783	0.03068169778
784	0.03064033741
785	0.03059873674
786	0.03055761798
787	0.03051876526
788	0.0304800842
789	0.03043934373
790	0.03040102291
791	0.03036274152
792	0.03032436308
793	0.03028589891
794	0.03024562691
795	0.03020761429
796	0.03016955049
797	0.03012936385
798	0.03009139939
799	0.03005154858
800	0.03001383461
801	0.02997607979
802	0.02993852954
803	0.02990097276
804	0.02986155739
805	0.02982413412
806	0.02978657481
807	0.02974922823
808	0.02971022658
809	0.02967120266
810	0.02963423103
811	0.02959705078
812	0.02955848408
813	0.02952137878
814	0.02948456227
815	0.02944793087
816	0.02941108878
817	0.02937256356
818	0.0293358092
819	0.02929751365
820	0.02926096696
821	0.02922290696
822	0.02918656062
823	0.02914998356
824	0.02911361861
825	0.02907588165
826	0.02903967564
827	0.02900366268
828	0.02896574286
829	0.02892964462
830	0.02889379337
831	0.02885793847
832	0.02882209429
833	0.02878493702
834	0.0287491058
835	0.02871205621
836	0.02867635834
837	0.02864091566
838	0.02860550659
839	0.02857001543
840	0.02853341556
841	0.02849811973
842	0.02846290807
843	0.02842766097
844	0.02839254086
845	0.02835625546
846	0.02832135079
847	0.0282851806
848	0.02825016634
849	0.02821524356
850	0.02818055943
851	0.02814472224
852	0.02811014309
853	0.02807547097
854	0.02804086981
855	0.02800640772
856	0.02797095128
857	0.02793657685
858	0.02790231511
859	0.027868001
860	0.02783270301
861	0.0277984869
862	0.02776441223
863	0.02772945446
864	0.02769544925
865	0.02766159201
866	0.02762771047
867	0.02759296721
868	0.02755927829
869	0.02752548686
870	0.02749192398
871	0.02745839393
872	0.0274249401
873	0.02739051536
874	0.02735703458
875	0.02732365997
876	0.0272895114
877	0.02725627563
878	0.02722241545
879	0.02718918174
880	0.02715607836
881	0.0271230582
882	0.0270900959
883	0.02705718016
884	0.02702436113
885	0.02699084626
886	0.02695809876
887	0.02692525224
888	0.02689197299
889	0.02685937451
890	0.02682691207
891	0.0267944312
892	0.02676211118
893	0.02672964882
894	0.02669734637
895	0.02666508316
896	0.02663236181
897	0.02660028878
898	0.02656819175
899	0.02653543287
900	0.02650342669
901	0.02647144847
902	0.02643962395
903	0.02640795599
904	0.02637550777
905	0.02634380556
906	0.02631212901
907	0.02628046534
908	0.02624892222
909	0.02621748807
910	0.02618546224
911	0.02615417988
912	0.02612283838
913	0.02609098007
914	0.02605965082
915	0.02602858103
916	0.02599748399
917	0.02596580593
918	0.02593474466
919	0.02590380116
920	0.02587287776
921	0.02584191948
922	0.02581113507
923	0.02577992319
924	0.02574924099
925	0.02571856365
926	0.02568791745
927	0.0256568348
928	0.02562632694
929	0.02559588061
930	0.0255654853
931	0.02553516525
932	0.02550488898
933	0.02547463562
934	0.02544441419
935	0.02541387893
936	0.02538382574
937	0.02535349885
938	0.02532341983
939	0.02529348355
940	0.02526356911
941	0.02523332169
942	0.02520364654
943	0.02517386508
944	0.0251441955
945	0.02511456446
946	0.02508493143
947	0.02505534601
948	0.02502549222
949	0.02499610412
950	0.02496675204
951	0.02493740805
952	0.02490808942
953	0.02487856216
954	0.02484936805
955	0.02482020653
956	0.02479112567
957	0.02476219088
958	0.02473314047
959	0.02470415466
960	0.02467467833
961	0.02464585313
962	0.0246170594
963	0.0245883678
964	0.02455944095
965	0.02453074577
966	0.02450206807
967	0.02447350815
968	0.02444502325
969	0.02441659294
970	0.02438793272
971	0.02435949518
972	0.02433109444
973	0.02430290802
974	0.02427456673
975	0.0242458689
976	0.02421770585
977	0.02418963675
978	0.02416163066
979	0.02413359175
980	0.02410559472
981	0.02407748268
982	0.02404958094
983	0.02402166862
984	0.0239939476
985	0.02396622673
986	0.02393848043
987	0.02391081774
988	0.02388335538
989	0.02385578544
990	0.02382828383
991	0.02380039496
992	0.02377304133
993	0.02374554902
994	0.02371825944
995	0.02369097685
996	0.02366371659
997	0.02363655123
998	0.02360942512
999	0.02358231229
